time_unix,monotonic,active,lat,lon,alt_msl,speed_ms,heading_deg,fix_type,num_sv
1778607085.499,2833.297,0,0.0,0.0,0.0,0.0,0.0,0,0
1778607086.502,2834.300,0,0.0,0.0,0.0,0.0,0.0,0,0
1778607087.505,2835.303,0,0.0,0.0,0.0,0.0,0.0,0,0
1778607088.507,2836.306,0,0.0,0.0,0.0,0.0,0.0,0,0
1778607089.510,2837.309,0,0.0,0.0,0.0,0.0,0.0,0,0
1778607090.513,2838.312,0,0.0,0.0,0.0,0.0,0.0,0,0
1778607091.517,2839.315,0,0.0,0.0,0.0,0.0,0.0,0,0
1778607092.520,2840.319,0,0.0,0.0,0.0,0.0,0.0,0,0
1778607093.524,2841.322,0,0.0,0.0,0.0,0.0,0.0,0,0
1778607094.527,2842.326,0,0.0,0.0,0.0,0.0,0.0,0,0
1778607095.531,2843.329,0,0.0,0.0,0.0,0.0,0.0,0,0
1778607096.534,2844.333,0,0.0,0.0,0.0,0.0,0.0,0,0
1778607097.487,2845.286,0,0.0,0.0,0.0,0.0,0.0,0,0
